date,state,district,pincode,demo_age_5_17,demo_age_17_,city
26-12-2025,Rajasthan,Jaipur,303702,0,6,jaipur
26-12-2025,Rajasthan,Jaipur,303706,1,9,jaipur
26-12-2025,Rajasthan,Jaipur,303712,3,17,jaipur
26-12-2025,Rajasthan,Jaipur,303903,1,19,jaipur
26-12-2025,Rajasthan,Jaipur,303904,1,19,jaipur
18-12-2025,Rajasthan,Jaipur,302001,1,32,jaipur
18-12-2025,Rajasthan,Jaipur,302004,4,57,jaipur
18-12-2025,Rajasthan,Jaipur,302005,0,4,jaipur
18-12-2025,Rajasthan,Jaipur,302018,1,21,jaipur
18-12-2025,Rajasthan,Jaipur,303003,0,7,jaipur
18-12-2025,Rajasthan,Jaipur,303005,1,14,jaipur
18-12-2025,Rajasthan,Jaipur,303106,3,23,jaipur
18-12-2025,Rajasthan,Jaipur,303338,0,18,jaipur
18-12-2025,Rajasthan,Jaipur,303702,6,12,jaipur
18-12-2025,Rajasthan,Jaipur,303706,2,13,jaipur
18-12-2025,Rajasthan,Jaipur,303712,0,14,jaipur
18-12-2025,Rajasthan,Jaipur,303903,2,19,jaipur
25-11-2025,Rajasthan,Jaipur,303507,0,1,jaipur
29-11-2025,Rajasthan,Jaipur,303802,0,1,jaipur
28-12-2025,Rajasthan,Jaipur,302026,3,23,jaipur
28-12-2025,Rajasthan,Jaipur,302029,12,101,jaipur
28-12-2025,Rajasthan,Jaipur,302032,0,4,jaipur
28-12-2025,Rajasthan,Jaipur,302039,11,53,jaipur
28-12-2025,Rajasthan,Jaipur,303003,3,3,jaipur
28-12-2025,Rajasthan,Jaipur,303008,6,18,jaipur
28-12-2025,Rajasthan,Jaipur,303104,2,13,jaipur
28-12-2025,Rajasthan,Jaipur,303301,8,21,jaipur
28-12-2025,Rajasthan,Jaipur,303507,0,1,jaipur
27-12-2025,Rajasthan,Jaipur,302003,4,62,jaipur
27-12-2025,Rajasthan,Jaipur,302011,0,2,jaipur
27-12-2025,Rajasthan,Jaipur,302015,2,25,jaipur
27-12-2025,Rajasthan,Jaipur,302028,2,16,jaipur
27-12-2025,Rajasthan,Jaipur,302031,7,50,jaipur
27-12-2025,Rajasthan,Jaipur,303008,8,29,jaipur
27-12-2025,Rajasthan,Jaipur,303338,0,8,jaipur
27-12-2025,Rajasthan,Jaipur,303507,1,0,jaipur
27-12-2025,Rajasthan,Jaipur,303702,1,2,jaipur
19-12-2025,Rajasthan,Jaipur,302004,2,42,jaipur
19-12-2025,Rajasthan,Jaipur,302006,1,30,jaipur
19-12-2025,Rajasthan,Jaipur,302013,7,35,jaipur
19-12-2025,Rajasthan,Jaipur,302022,1,8,jaipur
19-12-2025,Rajasthan,Jaipur,302032,1,2,jaipur
19-12-2025,Rajasthan,Jaipur,302034,2,15,jaipur
19-12-2025,Rajasthan,Jaipur,303001,2,2,jaipur
19-12-2025,Rajasthan,Jaipur,303006,1,14,jaipur
19-12-2025,Rajasthan,Jaipur,303007,1,25,jaipur
19-12-2025,Rajasthan,Jaipur,303012,3,37,jaipur
19-12-2025,Rajasthan,Jaipur,303109,6,23,jaipur
19-12-2025,Rajasthan,Jaipur,303110,3,8,jaipur
19-12-2025,Rajasthan,Jaipur,303305,1,11,jaipur
28-11-2025,Rajasthan,Jaipur,303507,0,1,jaipur
25-12-2025,Rajasthan,Jaipur,303339,0,1,jaipur
31-12-2025,Rajasthan,Jaipur,303121,0,1,jaipur
31-12-2025,Rajasthan,Jaipur,303305,0,17,jaipur
31-12-2025,Rajasthan,Jaipur,303604,1,16,jaipur
31-12-2025,Rajasthan,Jaipur,303702,0,16,jaipur
31-12-2025,Rajasthan,Jaipur,303704,2,7,jaipur
31-12-2025,Rajasthan,Jaipur,303802,0,8,jaipur
31-12-2025,Rajasthan,Jaipur,303803,1,9,jaipur
31-12-2025,Rajasthan,Jaipur,303806,0,9,jaipur
31-12-2025,Rajasthan,Jaipur,303901,1,29,jaipur
31-12-2025,Rajasthan,Jaipur,303905,1,18,jaipur
01-01-2026,Rajasthan,Jaipur,302006,1,27,jaipur
01-01-2026,Rajasthan,Jaipur,302013,3,25,jaipur
01-01-2026,Rajasthan,Jaipur,302025,0,1,jaipur
01-01-2026,Rajasthan,Jaipur,303007,0,19,jaipur
01-01-2026,Rajasthan,Jaipur,303009,1,11,jaipur
01-01-2026,Rajasthan,Jaipur,303012,0,32,jaipur
01-01-2026,Rajasthan,Jaipur,303102,1,7,jaipur
01-01-2026,Rajasthan,Jaipur,303110,0,10,jaipur
01-01-2026,Rajasthan,Jaipur,303328,0,14,jaipur
01-01-2026,Rajasthan,Jaipur,303507,0,1,jaipur
01-01-2026,Rajasthan,Jaipur,303601,1,1,jaipur
31-12-2025,Rajasthan,Jaipur,302005,0,6,jaipur
31-12-2025,Rajasthan,Jaipur,302013,3,23,jaipur
31-12-2025,Rajasthan,Jaipur,302027,1,37,jaipur
31-12-2025,Rajasthan,Jaipur,302028,2,15,jaipur
31-12-2025,Rajasthan,Jaipur,303007,0,12,jaipur
31-12-2025,Rajasthan,Jaipur,303104,2,11,jaipur
31-12-2025,Rajasthan,Jaipur,303105,2,17,jaipur
31-12-2025,Rajasthan,Jaipur,303110,1,20,jaipur
31-12-2025,Rajasthan,Jaipur,303120,0,14,jaipur
24-12-2025,Rajasthan,Jaipur,302022,0,18,jaipur
24-12-2025,Rajasthan,Jaipur,303003,3,5,jaipur
24-12-2025,Rajasthan,Jaipur,303301,2,35,jaipur
24-12-2025,Rajasthan,Jaipur,303604,1,25,jaipur
24-12-2025,Rajasthan,Jaipur,303701,0,18,jaipur
24-12-2025,Rajasthan,Jaipur,303712,0,12,jaipur
24-12-2025,Rajasthan,Jaipur,303804,0,13,jaipur
24-12-2025,Rajasthan,Jaipur,303807,1,4,jaipur
25-12-2025,Rajasthan,Jaipur,302016,3,59,jaipur
25-12-2025,Rajasthan,Jaipur,302039,3,32,jaipur
25-12-2025,Rajasthan,Jaipur,303009,0,5,jaipur
25-12-2025,Rajasthan,Jaipur,303102,0,4,jaipur
25-12-2025,Rajasthan,Jaipur,303104,0,7,jaipur
25-12-2025,Rajasthan,Jaipur,303108,3,13,jaipur
25-12-2025,Rajasthan,Jaipur,303302,1,2,jaipur
25-12-2025,Rajasthan,Jaipur,303305,4,14,jaipur
25-12-2025,Rajasthan,Jaipur,303338,0,2,jaipur
25-12-2025,Rajasthan,Jaipur,303602,0,2,jaipur
25-12-2025,Rajasthan,Jaipur,303704,0,5,jaipur
25-12-2025,Rajasthan,Jaipur,303805,1,6,jaipur
25-12-2025,Rajasthan,Jaipur,303806,0,8,jaipur
25-12-2025,Rajasthan,Jaipur,303901,2,11,jaipur
25-12-2025,Rajasthan,Jaipur,303904,0,4,jaipur
13-12-2025,Rajasthan,Jaipur,302001,2,34,jaipur
13-12-2025,Rajasthan,Jaipur,302002,7,81,jaipur
13-12-2025,Rajasthan,Jaipur,302004,8,54,jaipur
13-12-2025,Rajasthan,Jaipur,302023,0,1,jaipur
13-12-2025,Rajasthan,Jaipur,303004,0,1,jaipur
13-12-2025,Rajasthan,Jaipur,303005,0,16,jaipur
13-12-2025,Rajasthan,Jaipur,303103,5,21,jaipur
13-12-2025,Rajasthan,Jaipur,303105,3,13,jaipur
13-12-2025,Rajasthan,Jaipur,303107,4,12,jaipur
13-12-2025,Rajasthan,Jaipur,303108,3,13,jaipur
13-12-2025,Rajasthan,Jaipur,303110,0,9,jaipur
13-12-2025,Rajasthan,Jaipur,303603,1,19,jaipur
13-12-2025,Rajasthan,Jaipur,303604,2,14,jaipur
13-12-2025,Rajasthan,Jaipur,303802,0,4,jaipur
13-12-2025,Rajasthan,Jaipur,303803,2,7,jaipur
13-12-2025,Rajasthan,Jaipur,303806,1,12,jaipur
15-12-2025,Rajasthan,Jaipur,302016,8,89,jaipur
15-12-2025,Rajasthan,Jaipur,302017,5,67,jaipur
15-12-2025,Rajasthan,Jaipur,302019,4,28,jaipur
15-12-2025,Rajasthan,Jaipur,302025,0,2,jaipur
15-12-2025,Rajasthan,Jaipur,302031,6,54,jaipur
15-12-2025,Rajasthan,Jaipur,303007,1,8,jaipur
15-12-2025,Rajasthan,Jaipur,303110,1,10,jaipur
15-12-2025,Rajasthan,Jaipur,303604,1,20,jaipur
15-12-2025,Rajasthan,Jaipur,303712,1,6,jaipur
15-12-2025,Rajasthan,Jaipur,303801,1,6,jaipur
15-12-2025,Rajasthan,Jaipur,303804,3,13,jaipur
15-12-2025,Rajasthan,Jaipur,303805,3,23,jaipur
15-12-2025,Rajasthan,Jaipur,303807,4,7,jaipur
15-12-2025,Rajasthan,Jaipur,303904,0,10,jaipur
15-12-2025,Rajasthan,Jaipur,303905,0,11,jaipur
16-12-2025,Rajasthan,Jaipur,302005,0,1,jaipur
16-12-2025,Rajasthan,Jaipur,302011,0,7,jaipur
16-12-2025,Rajasthan,Jaipur,302018,0,20,jaipur
16-12-2025,Rajasthan,Jaipur,302021,8,40,jaipur
16-12-2025,Rajasthan,Jaipur,302028,1,12,jaipur
16-12-2025,Rajasthan,Jaipur,302029,9,74,jaipur
16-12-2025,Rajasthan,Jaipur,303007,2,22,jaipur
16-12-2025,Rajasthan,Jaipur,303009,5,10,jaipur
16-12-2025,Rajasthan,Jaipur,303012,6,37,jaipur
16-12-2025,Rajasthan,Jaipur,303107,3,13,jaipur
16-12-2025,Rajasthan,Jaipur,303302,0,14,jaipur
16-12-2025,Rajasthan,Jaipur,303348,3,8,jaipur
16-12-2025,Rajasthan,Jaipur,303602,3,12,jaipur
16-12-2025,Rajasthan,Jaipur,303702,2,11,jaipur
16-12-2025,Rajasthan,Jaipur,303803,1,15,jaipur
16-12-2025,Rajasthan,Jaipur,303903,2,23,jaipur
16-12-2025,Rajasthan,Jaipur,303904,1,10,jaipur
11-12-2025,Rajasthan,Jaipur,302006,3,28,jaipur
11-12-2025,Rajasthan,Jaipur,302011,0,4,jaipur
11-12-2025,Rajasthan,Jaipur,302012,19,184,jaipur
11-12-2025,Rajasthan,Jaipur,302016,3,90,jaipur
11-12-2025,Rajasthan,Jaipur,302020,4,47,jaipur
11-12-2025,Rajasthan,Jaipur,302023,0,2,jaipur
11-12-2025,Rajasthan,Jaipur,302031,2,51,jaipur
11-12-2025,Rajasthan,Jaipur,302032,0,4,jaipur
11-12-2025,Rajasthan,Jaipur,303105,3,12,jaipur
11-12-2025,Rajasthan,Jaipur,303106,0,15,jaipur
11-12-2025,Rajasthan,Jaipur,303301,2,28,jaipur
11-12-2025,Rajasthan,Jaipur,303348,1,12,jaipur
11-12-2025,Rajasthan,Jaipur,303601,1,3,jaipur
11-12-2025,Rajasthan,Jaipur,303602,1,15,jaipur
10-12-2025,Rajasthan,Jaipur,302001,3,32,jaipur
10-12-2025,Rajasthan,Jaipur,302006,6,38,jaipur
10-12-2025,Rajasthan,Jaipur,302011,0,3,jaipur
10-12-2025,Rajasthan,Jaipur,302013,3,37,jaipur
10-12-2025,Rajasthan,Jaipur,302015,1,18,jaipur
10-12-2025,Rajasthan,Jaipur,302023,0,2,jaipur
10-12-2025,Rajasthan,Jaipur,302029,10,91,jaipur
10-12-2025,Rajasthan,Jaipur,303006,0,8,jaipur
10-12-2025,Rajasthan,Jaipur,303008,7,36,jaipur
10-12-2025,Rajasthan,Jaipur,303012,7,29,jaipur
10-12-2025,Rajasthan,Jaipur,303102,4,13,jaipur
10-12-2025,Rajasthan,Jaipur,303119,5,13,jaipur
10-12-2025,Rajasthan,Jaipur,303120,1,15,jaipur
10-12-2025,Rajasthan,Jaipur,303603,5,23,jaipur
10-12-2025,Rajasthan,Jaipur,303701,2,11,jaipur
10-12-2025,Rajasthan,Jaipur,303805,0,15,jaipur
10-12-2025,Rajasthan,Jaipur,303806,4,9,jaipur
04-12-2025,Rajasthan,Jaipur,302003,2,64,jaipur
04-12-2025,Rajasthan,Jaipur,302006,4,41,jaipur
04-12-2025,Rajasthan,Jaipur,302017,7,64,jaipur
04-12-2025,Rajasthan,Jaipur,302019,2,37,jaipur
04-12-2025,Rajasthan,Jaipur,302024,0,2,jaipur
04-12-2025,Rajasthan,Jaipur,302029,4,66,jaipur
04-12-2025,Rajasthan,Jaipur,302033,4,40,jaipur
04-12-2025,Rajasthan,Jaipur,303328,3,16,jaipur
04-12-2025,Rajasthan,Jaipur,303348,0,10,jaipur
04-12-2025,Rajasthan,Jaipur,303602,0,10,jaipur
04-12-2025,Rajasthan,Jaipur,303701,0,7,jaipur
04-12-2025,Rajasthan,Jaipur,303712,0,13,jaipur
04-12-2025,Rajasthan,Jaipur,303801,2,12,jaipur
04-12-2025,Rajasthan,Jaipur,303805,1,17,jaipur
04-12-2025,Rajasthan,Jaipur,303904,0,9,jaipur
03-12-2025,Rajasthan,Jaipur,302004,0,44,jaipur
03-12-2025,Rajasthan,Jaipur,302025,0,1,jaipur
03-12-2025,Rajasthan,Jaipur,302026,2,17,jaipur
03-12-2025,Rajasthan,Jaipur,302027,1,43,jaipur
03-12-2025,Rajasthan,Jaipur,302028,2,12,jaipur
03-12-2025,Rajasthan,Jaipur,303004,0,2,jaipur
03-12-2025,Rajasthan,Jaipur,303008,1,19,jaipur
03-12-2025,Rajasthan,Jaipur,303009,2,6,jaipur
03-12-2025,Rajasthan,Jaipur,303105,0,6,jaipur
03-12-2025,Rajasthan,Jaipur,303110,3,7,jaipur
03-12-2025,Rajasthan,Jaipur,303601,0,7,jaipur
03-12-2025,Rajasthan,Jaipur,303701,0,9,jaipur
03-12-2025,Rajasthan,Jaipur,303803,1,7,jaipur
03-12-2025,Rajasthan,Jaipur,303805,4,8,jaipur
03-12-2025,Rajasthan,Jaipur,303901,2,13,jaipur
03-12-2025,Rajasthan,Jaipur,303904,0,8,jaipur
03-12-2025,Rajasthan,Jaipur,303908,2,2,jaipur
14-12-2025,Rajasthan,Jaipur,302015,0,5,jaipur
14-12-2025,Rajasthan,Jaipur,302018,0,6,jaipur
14-12-2025,Rajasthan,Jaipur,302020,3,25,jaipur
14-12-2025,Rajasthan,Jaipur,302027,2,35,jaipur
14-12-2025,Rajasthan,Jaipur,302031,8,35,jaipur
14-12-2025,Rajasthan,Jaipur,302034,0,8,jaipur
14-12-2025,Rajasthan,Jaipur,303002,1,4,jaipur
14-12-2025,Rajasthan,Jaipur,303009,0,4,jaipur
14-12-2025,Rajasthan,Jaipur,303012,1,8,jaipur
14-12-2025,Rajasthan,Jaipur,303102,0,3,jaipur
14-12-2025,Rajasthan,Jaipur,303104,1,4,jaipur
14-12-2025,Rajasthan,Jaipur,303106,3,3,jaipur
14-12-2025,Rajasthan,Jaipur,303107,0,1,jaipur
14-12-2025,Rajasthan,Jaipur,303110,3,4,jaipur
14-12-2025,Rajasthan,Jaipur,303120,0,2,jaipur
14-12-2025,Rajasthan,Jaipur,303301,0,11,jaipur
14-12-2025,Rajasthan,Jaipur,303604,0,2,jaipur
14-12-2025,Rajasthan,Jaipur,303701,0,3,jaipur
14-12-2025,Rajasthan,Jaipur,303712,0,1,jaipur
14-12-2025,Rajasthan,Jaipur,303802,0,1,jaipur
14-12-2025,Rajasthan,Jaipur,303806,0,2,jaipur
14-12-2025,Rajasthan,Jaipur,303905,3,3,jaipur
09-12-2025,Rajasthan,Jaipur,302011,0,1,jaipur
09-12-2025,Rajasthan,Jaipur,302026,5,27,jaipur
09-12-2025,Rajasthan,Jaipur,302032,1,4,jaipur
09-12-2025,Rajasthan,Jaipur,303006,1,4,jaipur
09-12-2025,Rajasthan,Jaipur,303008,1,30,jaipur
09-12-2025,Rajasthan,Jaipur,303103,3,25,jaipur
09-12-2025,Rajasthan,Jaipur,303302,0,10,jaipur
09-12-2025,Rajasthan,Jaipur,303305,1,15,jaipur
09-12-2025,Rajasthan,Jaipur,303328,3,17,jaipur
09-12-2025,Rajasthan,Jaipur,303507,0,3,jaipur
09-12-2025,Rajasthan,Jaipur,303601,1,5,jaipur
09-12-2025,Rajasthan,Jaipur,303701,1,12,jaipur
09-12-2025,Rajasthan,Jaipur,303801,0,16,jaipur
12-12-2025,Rajasthan,Jaipur,302001,1,26,jaipur
12-12-2025,Rajasthan,Jaipur,302004,1,44,jaipur
12-12-2025,Rajasthan,Jaipur,302005,0,1,jaipur
12-12-2025,Rajasthan,Jaipur,302018,0,18,jaipur
12-12-2025,Rajasthan,Jaipur,302019,0,22,jaipur
12-12-2025,Rajasthan,Jaipur,302023,0,2,jaipur
12-12-2025,Rajasthan,Jaipur,302029,10,70,jaipur
12-12-2025,Rajasthan,Jaipur,303007,0,14,jaipur
12-12-2025,Rajasthan,Jaipur,303008,4,22,jaipur
12-12-2025,Rajasthan,Jaipur,303104,2,9,jaipur
12-12-2025,Rajasthan,Jaipur,303106,8,12,jaipur
12-12-2025,Rajasthan,Jaipur,303110,2,13,jaipur
12-12-2025,Rajasthan,Jaipur,303603,7,35,jaipur
12-12-2025,Rajasthan,Jaipur,303701,1,11,jaipur
12-12-2025,Rajasthan,Jaipur,303702,5,18,jaipur
12-12-2025,Rajasthan,Jaipur,303802,0,8,jaipur
12-12-2025,Rajasthan,Jaipur,303804,0,8,jaipur
12-12-2025,Rajasthan,Jaipur,303901,1,24,jaipur
05-12-2025,Rajasthan,Jaipur,302003,2,65,jaipur
05-12-2025,Rajasthan,Jaipur,302006,0,24,jaipur
05-12-2025,Rajasthan,Jaipur,302016,4,57,jaipur
05-12-2025,Rajasthan,Jaipur,302017,5,81,jaipur
05-12-2025,Rajasthan,Jaipur,302022,3,9,jaipur
05-12-2025,Rajasthan,Jaipur,302024,0,1,jaipur
05-12-2025,Rajasthan,Jaipur,302025,0,1,jaipur
05-12-2025,Rajasthan,Jaipur,302031,6,60,jaipur
05-12-2025,Rajasthan,Jaipur,302034,1,13,jaipur
05-12-2025,Rajasthan,Jaipur,303003,1,10,jaipur
05-12-2025,Rajasthan,Jaipur,303005,1,20,jaipur
05-12-2025,Rajasthan,Jaipur,303107,2,16,jaipur
05-12-2025,Rajasthan,Jaipur,303108,1,19,jaipur
05-12-2025,Rajasthan,Jaipur,303302,0,6,jaipur
05-12-2025,Rajasthan,Jaipur,303338,1,17,jaipur
05-12-2025,Rajasthan,Jaipur,303348,2,9,jaipur
05-12-2025,Rajasthan,Jaipur,303712,3,11,jaipur
05-12-2025,Rajasthan,Jaipur,303901,3,19,jaipur
05-12-2025,Rajasthan,Jaipur,303905,1,7,jaipur
17-12-2025,Rajasthan,Jaipur,302012,15,182,jaipur
17-12-2025,Rajasthan,Jaipur,302019,0,30,jaipur
17-12-2025,Rajasthan,Jaipur,302022,0,9,jaipur
17-12-2025,Rajasthan,Jaipur,302023,0,2,jaipur
17-12-2025,Rajasthan,Jaipur,302024,0,2,jaipur
17-12-2025,Rajasthan,Jaipur,302025,0,2,jaipur
17-12-2025,Rajasthan,Jaipur,302032,0,5,jaipur
17-12-2025,Rajasthan,Jaipur,302033,1,32,jaipur
17-12-2025,Rajasthan,Jaipur,302034,0,13,jaipur
17-12-2025,Rajasthan,Jaipur,302039,7,28,jaipur
17-12-2025,Rajasthan,Jaipur,303120,3,5,jaipur
17-12-2025,Rajasthan,Jaipur,303702,2,14,jaipur
17-12-2025,Rajasthan,Jaipur,303805,2,18,jaipur
17-12-2025,Rajasthan,Jaipur,303904,0,8,jaipur
08-12-2025,Rajasthan,Jaipur,302019,3,20,jaipur
08-12-2025,Rajasthan,Jaipur,302026,3,26,jaipur
08-12-2025,Rajasthan,Jaipur,302028,2,22,jaipur
08-12-2025,Rajasthan,Jaipur,302032,0,4,jaipur
08-12-2025,Rajasthan,Jaipur,302034,0,22,jaipur
08-12-2025,Rajasthan,Jaipur,303001,0,9,jaipur
08-12-2025,Rajasthan,Jaipur,303003,0,8,jaipur
08-12-2025,Rajasthan,Jaipur,303006,1,13,jaipur
08-12-2025,Rajasthan,Jaipur,303106,6,28,jaipur
08-12-2025,Rajasthan,Jaipur,303121,1,1,jaipur
08-12-2025,Rajasthan,Jaipur,303301,3,26,jaipur
08-12-2025,Rajasthan,Jaipur,303338,2,17,jaipur
08-12-2025,Rajasthan,Jaipur,303802,0,2,jaipur
08-12-2025,Rajasthan,Jaipur,303807,0,8,jaipur
08-12-2025,Rajasthan,Jaipur,303908,3,28,jaipur
07-12-2025,Rajasthan,Jaipur,302016,1,15,jaipur
07-12-2025,Rajasthan,Jaipur,302019,4,10,jaipur
07-12-2025,Rajasthan,Jaipur,302028,0,9,jaipur
07-12-2025,Rajasthan,Jaipur,303002,0,4,jaipur
07-12-2025,Rajasthan,Jaipur,303007,0,1,jaipur
07-12-2025,Rajasthan,Jaipur,303008,0,4,jaipur
07-12-2025,Rajasthan,Jaipur,303108,0,2,jaipur
07-12-2025,Rajasthan,Jaipur,303109,0,3,jaipur
07-12-2025,Rajasthan,Jaipur,303110,0,1,jaipur
07-12-2025,Rajasthan,Jaipur,303120,0,9,jaipur
07-12-2025,Rajasthan,Jaipur,303328,0,7,jaipur
07-12-2025,Rajasthan,Jaipur,303338,1,4,jaipur
07-12-2025,Rajasthan,Jaipur,303348,0,1,jaipur
07-12-2025,Rajasthan,Jaipur,303602,0,2,jaipur
07-12-2025,Rajasthan,Jaipur,303904,0,3,jaipur
06-12-2025,Rajasthan,Jaipur,302003,1,52,jaipur
06-12-2025,Rajasthan,Jaipur,302004,4,31,jaipur
06-12-2025,Rajasthan,Jaipur,302006,2,27,jaipur
06-12-2025,Rajasthan,Jaipur,302011,0,3,jaipur
06-12-2025,Rajasthan,Jaipur,302017,2,37,jaipur
06-12-2025,Rajasthan,Jaipur,302019,2,27,jaipur
06-12-2025,Rajasthan,Jaipur,302031,5,67,jaipur
06-12-2025,Rajasthan,Jaipur,302033,1,34,jaipur
06-12-2025,Rajasthan,Jaipur,302034,4,13,jaipur
06-12-2025,Rajasthan,Jaipur,303005,0,12,jaipur
06-12-2025,Rajasthan,Jaipur,303007,3,17,jaipur
06-12-2025,Rajasthan,Jaipur,303119,4,3,jaipur
06-12-2025,Rajasthan,Jaipur,303702,1,13,jaipur
06-12-2025,Rajasthan,Jaipur,303704,0,5,jaipur
06-12-2025,Rajasthan,Jaipur,303802,0,4,jaipur
06-12-2025,Rajasthan,Jaipur,303805,3,27,jaipur
06-12-2025,Rajasthan,Jaipur,303904,1,14,jaipur
04-11-2025,Rajasthan,Jaipur,302006,1,26,jaipur
04-11-2025,Rajasthan,Jaipur,302015,1,22,jaipur
04-11-2025,Rajasthan,Jaipur,302017,5,61,jaipur
04-11-2025,Rajasthan,Jaipur,302033,2,23,jaipur
04-11-2025,Rajasthan,Jaipur,302039,3,36,jaipur
04-11-2025,Rajasthan,Jaipur,303004,1,5,jaipur
04-11-2025,Rajasthan,Jaipur,303006,2,4,jaipur
04-11-2025,Rajasthan,Jaipur,303009,0,3,jaipur
04-11-2025,Rajasthan,Jaipur,303107,1,10,jaipur
04-11-2025,Rajasthan,Jaipur,303120,2,11,jaipur
04-11-2025,Rajasthan,Jaipur,303328,1,9,jaipur
04-11-2025,Rajasthan,Jaipur,303507,0,2,jaipur
04-11-2025,Rajasthan,Jaipur,303602,1,6,jaipur
04-11-2025,Rajasthan,Jaipur,303702,3,17,jaipur
04-11-2025,Rajasthan,Jaipur,303802,0,1,jaipur
04-11-2025,Rajasthan,Jaipur,303804,1,8,jaipur
04-11-2025,Rajasthan,Jaipur,303806,1,8,jaipur
04-11-2025,Rajasthan,Jaipur,303807,0,4,jaipur
04-11-2025,Rajasthan,Jaipur,303908,1,14,jaipur
06-11-2025,Rajasthan,Jaipur,302011,1,3,jaipur
06-11-2025,Rajasthan,Jaipur,302012,11,127,jaipur
06-11-2025,Rajasthan,Jaipur,302019,0,21,jaipur
06-11-2025,Rajasthan,Jaipur,302020,4,48,jaipur
06-11-2025,Rajasthan,Jaipur,302031,2,42,jaipur
06-11-2025,Rajasthan,Jaipur,303103,4,26,jaipur
06-11-2025,Rajasthan,Jaipur,303108,3,37,jaipur
06-11-2025,Rajasthan,Jaipur,303120,3,17,jaipur
06-11-2025,Rajasthan,Jaipur,303348,1,13,jaipur
06-11-2025,Rajasthan,Jaipur,303802,0,2,jaipur
07-11-2025,Rajasthan,Jaipur,302023,0,3,jaipur
07-11-2025,Rajasthan,Jaipur,302026,2,25,jaipur
07-11-2025,Rajasthan,Jaipur,302027,4,31,jaipur
07-11-2025,Rajasthan,Jaipur,302039,7,34,jaipur
07-11-2025,Rajasthan,Jaipur,303102,1,17,jaipur
07-11-2025,Rajasthan,Jaipur,303103,3,22,jaipur
07-11-2025,Rajasthan,Jaipur,303106,6,21,jaipur
07-11-2025,Rajasthan,Jaipur,303108,1,19,jaipur
07-11-2025,Rajasthan,Jaipur,303110,2,11,jaipur
07-11-2025,Rajasthan,Jaipur,303301,3,33,jaipur
07-11-2025,Rajasthan,Jaipur,303338,2,11,jaipur
07-11-2025,Rajasthan,Jaipur,303701,1,9,jaipur
07-11-2025,Rajasthan,Jaipur,303704,0,9,jaipur
07-11-2025,Rajasthan,Jaipur,303706,0,9,jaipur
07-11-2025,Rajasthan,Jaipur,303805,2,18,jaipur
05-11-2025,Rajasthan,Jaipur,302006,1,19,jaipur
05-11-2025,Rajasthan,Jaipur,302011,0,1,jaipur
05-11-2025,Rajasthan,Jaipur,302015,1,10,jaipur
05-11-2025,Rajasthan,Jaipur,302022,2,8,jaipur
05-11-2025,Rajasthan,Jaipur,302029,4,41,jaipur
05-11-2025,Rajasthan,Jaipur,302039,6,21,jaipur
05-11-2025,Rajasthan,Jaipur,303009,0,2,jaipur
05-11-2025,Rajasthan,Jaipur,303103,0,3,jaipur
05-11-2025,Rajasthan,Jaipur,303104,0,6,jaipur
05-11-2025,Rajasthan,Jaipur,303107,0,5,jaipur
05-11-2025,Rajasthan,Jaipur,303120,0,2,jaipur
05-11-2025,Rajasthan,Jaipur,303348,0,2,jaipur
05-11-2025,Rajasthan,Jaipur,303602,1,4,jaipur
05-11-2025,Rajasthan,Jaipur,303712,0,3,jaipur
05-11-2025,Rajasthan,Jaipur,303802,0,2,jaipur
05-11-2025,Rajasthan,Jaipur,303804,0,4,jaipur
05-11-2025,Rajasthan,Jaipur,303805,1,9,jaipur
09-11-2025,Rajasthan,Jaipur,302003,2,33,jaipur
09-11-2025,Rajasthan,Jaipur,302016,2,22,jaipur
09-11-2025,Rajasthan,Jaipur,302017,1,16,jaipur
09-11-2025,Rajasthan,Jaipur,302031,3,30,jaipur
09-11-2025,Rajasthan,Jaipur,302032,0,1,jaipur
09-11-2025,Rajasthan,Jaipur,302037,0,1,jaipur
09-11-2025,Rajasthan,Jaipur,303002,1,7,jaipur
09-11-2025,Rajasthan,Jaipur,303004,0,1,jaipur
09-11-2025,Rajasthan,Jaipur,303008,0,7,jaipur
09-11-2025,Rajasthan,Jaipur,303102,0,3,jaipur
09-11-2025,Rajasthan,Jaipur,303105,0,2,jaipur
09-11-2025,Rajasthan,Jaipur,303120,1,6,jaipur
09-11-2025,Rajasthan,Jaipur,303803,0,6,jaipur
09-11-2025,Rajasthan,Jaipur,303903,0,5,jaipur
09-11-2025,Rajasthan,Jaipur,303905,0,5,jaipur
08-11-2025,Rajasthan,Jaipur,302002,6,56,jaipur
08-11-2025,Rajasthan,Jaipur,302004,3,46,jaipur
08-11-2025,Rajasthan,Jaipur,302005,0,5,jaipur
08-11-2025,Rajasthan,Jaipur,302017,5,34,jaipur
08-11-2025,Rajasthan,Jaipur,302023,0,4,jaipur
08-11-2025,Rajasthan,Jaipur,302024,0,1,jaipur
08-11-2025,Rajasthan,Jaipur,302032,0,1,jaipur
08-11-2025,Rajasthan,Jaipur,303102,0,5,jaipur
08-11-2025,Rajasthan,Jaipur,303105,0,10,jaipur
08-11-2025,Rajasthan,Jaipur,303305,1,11,jaipur
08-11-2025,Rajasthan,Jaipur,303603,3,23,jaipur
