date,state,district,pincode,age_0_5,age_5_17,age_18_greater,city
19-09-2025,Rajasthan,Jaipur,303908,0,1,0,jaipur
20-09-2025,Rajasthan,Jaipur,302002,6,0,0,jaipur
20-09-2025,Rajasthan,Jaipur,302004,2,3,0,jaipur
20-09-2025,Rajasthan,Jaipur,302015,2,0,0,jaipur
20-09-2025,Rajasthan,Jaipur,302018,2,2,0,jaipur
20-09-2025,Rajasthan,Jaipur,302023,1,0,0,jaipur
20-09-2025,Rajasthan,Jaipur,302034,3,0,0,jaipur
20-09-2025,Rajasthan,Jaipur,302037,2,0,0,jaipur
20-09-2025,Rajasthan,Jaipur,303001,5,2,0,jaipur
20-09-2025,Rajasthan,Jaipur,303012,0,1,0,jaipur
20-09-2025,Rajasthan,Jaipur,303108,5,0,0,jaipur
20-09-2025,Rajasthan,Jaipur,303604,2,2,0,jaipur
20-09-2025,Rajasthan,Jaipur,303807,2,1,0,jaipur
20-09-2025,Rajasthan,Jaipur,303901,1,4,0,jaipur
22-09-2025,Rajasthan,Jaipur,302001,1,0,0,jaipur
22-09-2025,Rajasthan,Jaipur,302004,1,1,0,jaipur
22-09-2025,Rajasthan,Jaipur,302017,1,0,0,jaipur
22-09-2025,Rajasthan,Jaipur,302021,1,1,0,jaipur
22-09-2025,Rajasthan,Jaipur,302028,1,0,0,jaipur
22-09-2025,Rajasthan,Jaipur,303603,0,1,0,jaipur
21-09-2025,Rajasthan,Jaipur,302003,1,0,0,jaipur
21-09-2025,Rajasthan,Jaipur,302019,1,0,0,jaipur
21-09-2025,Rajasthan,Jaipur,303328,0,1,0,jaipur
21-09-2025,Rajasthan,Jaipur,303706,0,1,0,jaipur
25-09-2025,Rajasthan,Jaipur,302003,5,4,0,jaipur
25-09-2025,Rajasthan,Jaipur,302004,4,1,0,jaipur
25-09-2025,Rajasthan,Jaipur,302015,4,1,0,jaipur
25-09-2025,Rajasthan,Jaipur,302039,1,2,0,jaipur
25-09-2025,Rajasthan,Jaipur,303712,1,2,0,jaipur
25-09-2025,Rajasthan,Jaipur,303901,2,1,0,jaipur
25-09-2025,Rajasthan,Jaipur,303903,0,4,0,jaipur
25-09-2025,Rajasthan,Jaipur,303904,0,1,0,jaipur
23-09-2025,Rajasthan,Jaipur,302017,8,0,0,jaipur
23-09-2025,Rajasthan,Jaipur,302021,3,4,0,jaipur
23-09-2025,Rajasthan,Jaipur,302026,0,3,0,jaipur
23-09-2025,Rajasthan,Jaipur,303005,0,2,0,jaipur
23-09-2025,Rajasthan,Jaipur,303007,2,1,0,jaipur
23-09-2025,Rajasthan,Jaipur,303105,2,2,0,jaipur
23-09-2025,Rajasthan,Jaipur,303110,1,0,0,jaipur
23-09-2025,Rajasthan,Jaipur,303119,1,0,0,jaipur
23-09-2025,Rajasthan,Jaipur,303712,2,3,0,jaipur
24-09-2025,Rajasthan,Jaipur,302018,6,2,0,jaipur
24-09-2025,Rajasthan,Jaipur,302019,1,1,0,jaipur
24-09-2025,Rajasthan,Jaipur,302039,7,2,0,jaipur
24-09-2025,Rajasthan,Jaipur,303001,2,0,0,jaipur
24-09-2025,Rajasthan,Jaipur,303005,5,0,0,jaipur
24-09-2025,Rajasthan,Jaipur,303008,3,5,0,jaipur
24-09-2025,Rajasthan,Jaipur,303012,1,1,0,jaipur
24-09-2025,Rajasthan,Jaipur,303108,8,2,0,jaipur
24-09-2025,Rajasthan,Jaipur,303338,2,1,0,jaipur
24-09-2025,Rajasthan,Jaipur,303701,1,1,0,jaipur
24-09-2025,Rajasthan,Jaipur,303801,2,4,0,jaipur
24-09-2025,Rajasthan,Jaipur,303802,1,0,0,jaipur
27-09-2025,Rajasthan,Jaipur,302020,5,2,0,jaipur
27-09-2025,Rajasthan,Jaipur,302037,0,1,0,jaipur
27-09-2025,Rajasthan,Jaipur,303104,1,3,0,jaipur
27-09-2025,Rajasthan,Jaipur,303305,0,2,0,jaipur
26-09-2025,Rajasthan,Jaipur,302002,3,0,0,jaipur
26-09-2025,Rajasthan,Jaipur,302012,9,2,0,jaipur
26-09-2025,Rajasthan,Jaipur,302013,1,0,0,jaipur
26-09-2025,Rajasthan,Jaipur,303001,3,3,0,jaipur
26-09-2025,Rajasthan,Jaipur,303005,2,1,0,jaipur
26-09-2025,Rajasthan,Jaipur,303009,1,0,0,jaipur
26-09-2025,Rajasthan,Jaipur,303328,2,1,0,jaipur
26-09-2025,Rajasthan,Jaipur,303701,1,1,0,jaipur
26-09-2025,Rajasthan,Jaipur,303805,3,4,0,jaipur
28-09-2025,Rajasthan,Jaipur,302004,1,0,0,jaipur
28-09-2025,Rajasthan,Jaipur,302015,1,0,0,jaipur
28-09-2025,Rajasthan,Jaipur,302016,1,0,0,jaipur
28-09-2025,Rajasthan,Jaipur,302021,0,1,0,jaipur
28-09-2025,Rajasthan,Jaipur,303109,1,0,0,jaipur
28-09-2025,Rajasthan,Jaipur,303604,1,0,0,jaipur
29-09-2025,Rajasthan,Jaipur,302002,1,0,0,jaipur
29-09-2025,Rajasthan,Jaipur,303009,1,0,0,jaipur
29-09-2025,Rajasthan,Jaipur,303012,0,1,0,jaipur
29-09-2025,Rajasthan,Jaipur,303328,1,0,0,jaipur
29-09-2025,Rajasthan,Jaipur,303807,1,0,0,jaipur
30-09-2025,Rajasthan,Jaipur,302026,0,1,0,jaipur
26-10-2025,Rajasthan,Jaipur,302002,2,2,0,jaipur
26-10-2025,Rajasthan,Jaipur,302003,1,0,1,jaipur
26-10-2025,Rajasthan,Jaipur,302034,1,0,0,jaipur
26-10-2025,Rajasthan,Jaipur,303001,2,0,0,jaipur
26-10-2025,Rajasthan,Jaipur,303003,3,2,0,jaipur
26-10-2025,Rajasthan,Jaipur,303103,1,2,0,jaipur
26-10-2025,Rajasthan,Jaipur,303107,1,0,0,jaipur
26-10-2025,Rajasthan,Jaipur,303119,1,0,0,jaipur
26-10-2025,Rajasthan,Jaipur,303806,0,1,0,jaipur
13-10-2025,Rajasthan,Jaipur,302013,2,4,0,jaipur
13-10-2025,Rajasthan,Jaipur,302022,3,0,0,jaipur
13-10-2025,Rajasthan,Jaipur,303001,5,1,0,jaipur
13-10-2025,Rajasthan,Jaipur,303103,7,0,0,jaipur
13-10-2025,Rajasthan,Jaipur,303107,0,3,0,jaipur
13-10-2025,Rajasthan,Jaipur,303301,3,1,0,jaipur
13-10-2025,Rajasthan,Jaipur,303602,0,1,0,jaipur
13-10-2025,Rajasthan,Jaipur,303712,5,3,0,jaipur
13-10-2025,Rajasthan,Jaipur,303801,5,0,0,jaipur
13-10-2025,Rajasthan,Jaipur,303805,1,2,0,jaipur
13-10-2025,Rajasthan,Jaipur,303903,2,1,0,jaipur
13-10-2025,Rajasthan,Jaipur,303904,1,1,0,jaipur
16-10-2025,Rajasthan,Jaipur,302021,3,0,0,jaipur
16-10-2025,Rajasthan,Jaipur,302022,2,1,0,jaipur
16-10-2025,Rajasthan,Jaipur,302028,3,2,0,jaipur
16-10-2025,Rajasthan,Jaipur,302031,1,2,0,jaipur
16-10-2025,Rajasthan,Jaipur,302033,0,1,0,jaipur
16-10-2025,Rajasthan,Jaipur,303001,1,1,0,jaipur
16-10-2025,Rajasthan,Jaipur,303002,1,3,0,jaipur
16-10-2025,Rajasthan,Jaipur,303704,1,1,0,jaipur
15-10-2025,Rajasthan,Jaipur,302002,14,1,0,jaipur
15-10-2025,Rajasthan,Jaipur,302004,5,2,0,jaipur
15-10-2025,Rajasthan,Jaipur,302033,3,1,1,jaipur
15-10-2025,Rajasthan,Jaipur,303006,1,1,0,jaipur
15-10-2025,Rajasthan,Jaipur,303103,5,1,0,jaipur
15-10-2025,Rajasthan,Jaipur,303110,0,2,0,jaipur
15-10-2025,Rajasthan,Jaipur,303328,2,1,0,jaipur
15-10-2025,Rajasthan,Jaipur,303804,0,2,0,jaipur
15-10-2025,Rajasthan,Jaipur,303908,3,2,0,jaipur
17-10-2025,Rajasthan,Jaipur,302001,5,1,0,jaipur
17-10-2025,Rajasthan,Jaipur,302022,1,0,0,jaipur
17-10-2025,Rajasthan,Jaipur,302028,9,1,0,jaipur
17-10-2025,Rajasthan,Jaipur,303003,3,1,0,jaipur
17-10-2025,Rajasthan,Jaipur,303007,8,0,0,jaipur
17-10-2025,Rajasthan,Jaipur,303103,9,4,0,jaipur
17-10-2025,Rajasthan,Jaipur,303105,3,2,0,jaipur
17-10-2025,Rajasthan,Jaipur,303804,1,1,0,jaipur
17-10-2025,Rajasthan,Jaipur,303901,6,2,0,jaipur
17-10-2025,Rajasthan,Jaipur,303903,2,1,0,jaipur
20-10-2025,Rajasthan,Jaipur,302011,0,1,0,jaipur
20-10-2025,Rajasthan,Jaipur,302027,2,0,0,jaipur
20-10-2025,Rajasthan,Jaipur,303003,0,1,0,jaipur
20-10-2025,Rajasthan,Jaipur,303007,1,0,0,jaipur
20-10-2025,Rajasthan,Jaipur,303103,0,1,0,jaipur
20-10-2025,Rajasthan,Jaipur,303604,0,1,0,jaipur
19-10-2025,Rajasthan,Jaipur,302004,5,0,0,jaipur
19-10-2025,Rajasthan,Jaipur,302015,1,0,0,jaipur
19-10-2025,Rajasthan,Jaipur,302026,1,1,0,jaipur
19-10-2025,Rajasthan,Jaipur,302027,4,5,0,jaipur
19-10-2025,Rajasthan,Jaipur,302031,5,0,0,jaipur
19-10-2025,Rajasthan,Jaipur,303001,3,1,0,jaipur
19-10-2025,Rajasthan,Jaipur,303102,1,0,0,jaipur
19-10-2025,Rajasthan,Jaipur,303107,1,1,0,jaipur
19-10-2025,Rajasthan,Jaipur,303119,1,0,0,jaipur
19-10-2025,Rajasthan,Jaipur,303804,5,1,0,jaipur
19-10-2025,Rajasthan,Jaipur,303806,3,0,0,jaipur
19-10-2025,Rajasthan,Jaipur,303904,2,1,0,jaipur
18-10-2025,Rajasthan,Jaipur,302003,3,0,0,jaipur
18-10-2025,Rajasthan,Jaipur,302012,8,5,1,jaipur
18-10-2025,Rajasthan,Jaipur,302020,3,0,0,jaipur
18-10-2025,Rajasthan,Jaipur,303008,7,1,0,jaipur
18-10-2025,Rajasthan,Jaipur,303328,1,3,0,jaipur
18-10-2025,Rajasthan,Jaipur,303602,1,0,0,jaipur
18-10-2025,Rajasthan,Jaipur,303908,3,1,0,jaipur
24-10-2025,Rajasthan,Jaipur,302001,1,0,0,jaipur
24-10-2025,Rajasthan,Jaipur,302004,2,0,0,jaipur
24-10-2025,Rajasthan,Jaipur,302020,4,0,0,jaipur
24-10-2025,Rajasthan,Jaipur,302029,3,1,0,jaipur
24-10-2025,Rajasthan,Jaipur,302033,3,0,0,jaipur
24-10-2025,Rajasthan,Jaipur,303104,1,0,0,jaipur
24-10-2025,Rajasthan,Jaipur,303105,1,0,0,jaipur
24-10-2025,Rajasthan,Jaipur,303106,5,1,0,jaipur
24-10-2025,Rajasthan,Jaipur,303348,1,0,0,jaipur
24-10-2025,Rajasthan,Jaipur,303602,2,0,0,jaipur
24-10-2025,Rajasthan,Jaipur,303903,1,0,0,jaipur
24-10-2025,Rajasthan,Jaipur,303905,2,0,0,jaipur
21-10-2025,Rajasthan,Jaipur,303119,1,0,0,jaipur
21-10-2025,Rajasthan,Jaipur,303301,0,1,0,jaipur
27-10-2025,Rajasthan,Jaipur,302001,2,0,0,jaipur
27-10-2025,Rajasthan,Jaipur,302002,2,0,0,jaipur
27-10-2025,Rajasthan,Jaipur,302013,2,1,0,jaipur
27-10-2025,Rajasthan,Jaipur,302015,1,0,0,jaipur
27-10-2025,Rajasthan,Jaipur,302027,4,1,0,jaipur
27-10-2025,Rajasthan,Jaipur,302031,1,1,0,jaipur
27-10-2025,Rajasthan,Jaipur,302034,1,0,0,jaipur
27-10-2025,Rajasthan,Jaipur,303104,0,1,0,jaipur
27-10-2025,Rajasthan,Jaipur,303106,2,2,0,jaipur
27-10-2025,Rajasthan,Jaipur,303108,2,0,0,jaipur
27-10-2025,Rajasthan,Jaipur,303338,1,1,0,jaipur
27-10-2025,Rajasthan,Jaipur,303602,1,0,0,jaipur
27-10-2025,Rajasthan,Jaipur,303603,0,1,0,jaipur
25-10-2025,Rajasthan,Jaipur,302013,0,1,0,jaipur
25-10-2025,Rajasthan,Jaipur,302018,2,1,0,jaipur
25-10-2025,Rajasthan,Jaipur,302019,0,1,0,jaipur
25-10-2025,Rajasthan,Jaipur,302021,2,1,0,jaipur
25-10-2025,Rajasthan,Jaipur,302027,2,0,0,jaipur
25-10-2025,Rajasthan,Jaipur,302029,4,1,0,jaipur
25-10-2025,Rajasthan,Jaipur,302031,1,0,0,jaipur
25-10-2025,Rajasthan,Jaipur,302033,5,1,0,jaipur
25-10-2025,Rajasthan,Jaipur,303103,3,2,0,jaipur
25-10-2025,Rajasthan,Jaipur,303106,2,1,0,jaipur
25-10-2025,Rajasthan,Jaipur,303119,1,0,0,jaipur
25-10-2025,Rajasthan,Jaipur,303305,1,0,0,jaipur
25-10-2025,Rajasthan,Jaipur,303507,1,0,0,jaipur
25-10-2025,Rajasthan,Jaipur,303603,7,1,0,jaipur
25-10-2025,Rajasthan,Jaipur,303702,2,2,0,jaipur
25-10-2025,Rajasthan,Jaipur,303806,3,0,0,jaipur
28-10-2025,Rajasthan,Jaipur,302004,2,1,0,jaipur
28-10-2025,Rajasthan,Jaipur,302006,1,2,0,jaipur
28-10-2025,Rajasthan,Jaipur,302015,1,1,0,jaipur
28-10-2025,Rajasthan,Jaipur,302033,2,0,0,jaipur
28-10-2025,Rajasthan,Jaipur,303007,2,2,0,jaipur
28-10-2025,Rajasthan,Jaipur,303009,2,0,0,jaipur
28-10-2025,Rajasthan,Jaipur,303102,2,3,0,jaipur
28-10-2025,Rajasthan,Jaipur,303105,3,3,0,jaipur
28-10-2025,Rajasthan,Jaipur,303603,1,1,0,jaipur
28-10-2025,Rajasthan,Jaipur,303701,1,0,0,jaipur
28-10-2025,Rajasthan,Jaipur,303901,2,3,0,jaipur
28-10-2025,Rajasthan,Jaipur,303905,1,0,0,jaipur
29-10-2025,Rajasthan,Jaipur,302020,3,0,0,jaipur
29-10-2025,Rajasthan,Jaipur,302028,4,1,0,jaipur
29-10-2025,Rajasthan,Jaipur,302029,4,0,0,jaipur
29-10-2025,Rajasthan,Jaipur,302034,1,1,0,jaipur
29-10-2025,Rajasthan,Jaipur,303005,2,0,0,jaipur
29-10-2025,Rajasthan,Jaipur,303105,1,0,0,jaipur
29-10-2025,Rajasthan,Jaipur,303348,2,0,0,jaipur
29-10-2025,Rajasthan,Jaipur,303807,1,0,0,jaipur
29-10-2025,Rajasthan,Jaipur,303908,1,0,0,jaipur
06-11-2025,Rajasthan,Jaipur,302004,5,0,0,jaipur
06-11-2025,Rajasthan,Jaipur,302016,16,0,0,jaipur
06-11-2025,Rajasthan,Jaipur,302039,2,3,0,jaipur
06-11-2025,Rajasthan,Jaipur,303002,3,0,0,jaipur
06-11-2025,Rajasthan,Jaipur,303007,2,0,0,jaipur
06-11-2025,Rajasthan,Jaipur,303105,0,1,0,jaipur
06-11-2025,Rajasthan,Jaipur,303107,0,1,0,jaipur
06-11-2025,Rajasthan,Jaipur,303119,2,0,0,jaipur
06-11-2025,Rajasthan,Jaipur,303338,8,0,0,jaipur
06-11-2025,Rajasthan,Jaipur,303604,5,1,0,jaipur
06-11-2025,Rajasthan,Jaipur,303706,1,1,0,jaipur
06-11-2025,Rajasthan,Jaipur,303804,1,0,0,jaipur
05-11-2025,Rajasthan,Jaipur,302001,3,0,0,jaipur
05-11-2025,Rajasthan,Jaipur,302004,2,2,1,jaipur
05-11-2025,Rajasthan,Jaipur,302026,4,1,0,jaipur
05-11-2025,Rajasthan,Jaipur,303001,6,0,0,jaipur
05-11-2025,Rajasthan,Jaipur,303004,2,0,0,jaipur
05-11-2025,Rajasthan,Jaipur,303005,13,1,0,jaipur
05-11-2025,Rajasthan,Jaipur,303008,3,2,0,jaipur
05-11-2025,Rajasthan,Jaipur,303110,2,2,0,jaipur
05-11-2025,Rajasthan,Jaipur,303604,5,0,0,jaipur
05-11-2025,Rajasthan,Jaipur,303801,6,0,0,jaipur
05-11-2025,Rajasthan,Jaipur,303905,3,0,0,jaipur
08-11-2025,Rajasthan,Jaipur,302001,7,0,0,jaipur
08-11-2025,Rajasthan,Jaipur,302013,2,2,0,jaipur
08-11-2025,Rajasthan,Jaipur,302022,1,1,0,jaipur
08-11-2025,Rajasthan,Jaipur,302025,0,1,0,jaipur
08-11-2025,Rajasthan,Jaipur,303001,2,1,0,jaipur
08-11-2025,Rajasthan,Jaipur,303003,1,1,0,jaipur
08-11-2025,Rajasthan,Jaipur,303108,6,1,0,jaipur
08-11-2025,Rajasthan,Jaipur,303110,1,1,0,jaipur
08-11-2025,Rajasthan,Jaipur,303119,2,0,0,jaipur
08-11-2025,Rajasthan,Jaipur,303120,1,1,0,jaipur
08-11-2025,Rajasthan,Jaipur,303601,1,0,0,jaipur
08-11-2025,Rajasthan,Jaipur,303602,2,1,0,jaipur
08-11-2025,Rajasthan,Jaipur,303604,4,0,0,jaipur
08-11-2025,Rajasthan,Jaipur,303702,1,2,0,jaipur
08-11-2025,Rajasthan,Jaipur,303803,1,2,0,jaipur
08-11-2025,Rajasthan,Jaipur,303903,1,1,0,jaipur
07-11-2025,Rajasthan,Jaipur,302001,4,1,0,jaipur
07-11-2025,Rajasthan,Jaipur,302006,4,2,0,jaipur
07-11-2025,Rajasthan,Jaipur,302015,1,0,0,jaipur
07-11-2025,Rajasthan,Jaipur,302018,1,1,0,jaipur
07-11-2025,Rajasthan,Jaipur,303002,2,0,0,jaipur
07-11-2025,Rajasthan,Jaipur,303003,2,3,0,jaipur
07-11-2025,Rajasthan,Jaipur,303006,0,2,0,jaipur
07-11-2025,Rajasthan,Jaipur,303012,1,3,1,jaipur
07-11-2025,Rajasthan,Jaipur,303107,4,0,0,jaipur
07-11-2025,Rajasthan,Jaipur,303119,2,1,0,jaipur
07-11-2025,Rajasthan,Jaipur,303120,3,2,0,jaipur
07-11-2025,Rajasthan,Jaipur,303603,7,1,1,jaipur
07-11-2025,Rajasthan,Jaipur,303702,2,1,0,jaipur
09-11-2025,Rajasthan,Jaipur,302001,7,1,0,jaipur
09-11-2025,Rajasthan,Jaipur,302002,10,1,0,jaipur
09-11-2025,Rajasthan,Jaipur,302015,4,1,0,jaipur
09-11-2025,Rajasthan,Jaipur,302021,8,2,0,jaipur
09-11-2025,Rajasthan,Jaipur,302024,1,0,0,jaipur
09-11-2025,Rajasthan,Jaipur,302028,2,0,0,jaipur
09-11-2025,Rajasthan,Jaipur,302039,2,0,0,jaipur
09-11-2025,Rajasthan,Jaipur,303005,2,1,0,jaipur
09-11-2025,Rajasthan,Jaipur,303006,2,0,0,jaipur
09-11-2025,Rajasthan,Jaipur,303007,3,0,0,jaipur
09-11-2025,Rajasthan,Jaipur,303009,0,1,0,jaipur
09-11-2025,Rajasthan,Jaipur,303108,6,0,0,jaipur
09-11-2025,Rajasthan,Jaipur,303109,2,2,0,jaipur
09-11-2025,Rajasthan,Jaipur,303110,2,0,0,jaipur
09-11-2025,Rajasthan,Jaipur,303602,1,0,0,jaipur
09-11-2025,Rajasthan,Jaipur,303712,2,2,0,jaipur
09-11-2025,Rajasthan,Jaipur,303807,2,0,0,jaipur
09-11-2025,Rajasthan,Jaipur,303904,6,2,0,jaipur
10-11-2025,Rajasthan,Jaipur,302006,10,1,0,jaipur
10-11-2025,Rajasthan,Jaipur,302020,9,1,0,jaipur
10-11-2025,Rajasthan,Jaipur,302026,2,0,0,jaipur
10-11-2025,Rajasthan,Jaipur,302029,15,6,0,jaipur
10-11-2025,Rajasthan,Jaipur,303107,3,0,0,jaipur
10-11-2025,Rajasthan,Jaipur,303108,0,1,0,jaipur
10-11-2025,Rajasthan,Jaipur,303110,1,0,0,jaipur
10-11-2025,Rajasthan,Jaipur,303120,7,4,0,jaipur
10-11-2025,Rajasthan,Jaipur,303328,4,2,0,jaipur
10-11-2025,Rajasthan,Jaipur,303701,3,0,0,jaipur
10-11-2025,Rajasthan,Jaipur,303704,2,3,0,jaipur
10-11-2025,Rajasthan,Jaipur,303706,1,1,0,jaipur
10-11-2025,Rajasthan,Jaipur,303804,2,1,0,jaipur
10-11-2025,Rajasthan,Jaipur,303905,2,3,0,jaipur
10-11-2025,Rajasthan,Jaipur,303908,3,2,0,jaipur
14-11-2025,Rajasthan,Jaipur,302019,1,1,0,jaipur
14-11-2025,Rajasthan,Jaipur,302021,1,0,0,jaipur
14-11-2025,Rajasthan,Jaipur,302029,4,2,0,jaipur
14-11-2025,Rajasthan,Jaipur,303002,3,3,0,jaipur
14-11-2025,Rajasthan,Jaipur,303107,2,0,0,jaipur
14-11-2025,Rajasthan,Jaipur,303110,0,1,0,jaipur
14-11-2025,Rajasthan,Jaipur,303338,0,4,0,jaipur
14-11-2025,Rajasthan,Jaipur,303803,2,1,0,jaipur
14-11-2025,Rajasthan,Jaipur,303901,3,5,1,jaipur
14-11-2025,Rajasthan,Jaipur,303903,1,0,0,jaipur
13-11-2025,Rajasthan,Jaipur,302001,3,0,6,jaipur
13-11-2025,Rajasthan,Jaipur,302003,5,4,14,jaipur
13-11-2025,Rajasthan,Jaipur,302013,0,0,2,jaipur
13-11-2025,Rajasthan,Jaipur,302019,1,0,1,jaipur
13-11-2025,Rajasthan,Jaipur,302023,1,1,0,jaipur
13-11-2025,Rajasthan,Jaipur,302027,3,1,3,jaipur
13-11-2025,Rajasthan,Jaipur,302033,2,0,4,jaipur
13-11-2025,Rajasthan,Jaipur,303007,1,0,1,jaipur
13-11-2025,Rajasthan,Jaipur,303107,1,0,5,jaipur
13-11-2025,Rajasthan,Jaipur,303305,0,1,1,jaipur
13-11-2025,Rajasthan,Jaipur,303328,0,1,3,jaipur
13-11-2025,Rajasthan,Jaipur,303602,0,1,1,jaipur
13-11-2025,Rajasthan,Jaipur,303803,1,0,1,jaipur
13-11-2025,Rajasthan,Jaipur,303905,2,1,1,jaipur
01-11-2025,Rajasthan,Jaipur,302015,0,2,0,jaipur
01-11-2025,Rajasthan,Jaipur,302016,1,1,0,jaipur
01-11-2025,Rajasthan,Jaipur,302017,4,2,0,jaipur
01-11-2025,Rajasthan,Jaipur,303005,2,0,0,jaipur
01-11-2025,Rajasthan,Jaipur,303712,0,0,1,jaipur
01-11-2025,Rajasthan,Jaipur,303905,2,0,0,jaipur
30-10-2025,Rajasthan,Jaipur,302004,9,4,1,jaipur
30-10-2025,Rajasthan,Jaipur,302006,12,2,0,jaipur
30-10-2025,Rajasthan,Jaipur,302017,8,10,0,jaipur
30-10-2025,Rajasthan,Jaipur,302025,1,0,0,jaipur
30-10-2025,Rajasthan,Jaipur,302033,5,1,0,jaipur
30-10-2025,Rajasthan,Jaipur,303004,2,1,0,jaipur
30-10-2025,Rajasthan,Jaipur,303007,7,3,0,jaipur
30-10-2025,Rajasthan,Jaipur,303103,3,11,0,jaipur
30-10-2025,Rajasthan,Jaipur,303119,4,2,0,jaipur
30-10-2025,Rajasthan,Jaipur,303120,6,3,0,jaipur
30-10-2025,Rajasthan,Jaipur,303301,2,1,0,jaipur
30-10-2025,Rajasthan,Jaipur,303701,4,4,0,jaipur
30-10-2025,Rajasthan,Jaipur,303803,1,1,0,jaipur
30-10-2025,Rajasthan,Jaipur,303805,1,1,0,jaipur
30-10-2025,Rajasthan,Jaipur,303903,3,2,0,jaipur
31-10-2025,Rajasthan,Jaipur,302005,0,1,0,jaipur
31-10-2025,Rajasthan,Jaipur,302018,2,0,0,jaipur
31-10-2025,Rajasthan,Jaipur,303007,4,3,0,jaipur
31-10-2025,Rajasthan,Jaipur,303102,2,1,0,jaipur
31-10-2025,Rajasthan,Jaipur,303103,5,7,0,jaipur
31-10-2025,Rajasthan,Jaipur,303108,1,5,0,jaipur
31-10-2025,Rajasthan,Jaipur,303119,3,1,0,jaipur
31-10-2025,Rajasthan,Jaipur,303507,1,0,0,jaipur
31-10-2025,Rajasthan,Jaipur,303601,2,3,0,jaipur
31-10-2025,Rajasthan,Jaipur,303602,1,1,0,jaipur
31-10-2025,Rajasthan,Jaipur,303704,2,1,0,jaipur
31-10-2025,Rajasthan,Jaipur,303905,2,1,0,jaipur
31-10-2025,Rajasthan,Jaipur,303908,1,5,0,jaipur
02-11-2025,Rajasthan,Jaipur,302004,7,4,0,jaipur
02-11-2025,Rajasthan,Jaipur,302015,6,1,0,jaipur
02-11-2025,Rajasthan,Jaipur,302016,15,8,0,jaipur
02-11-2025,Rajasthan,Jaipur,302019,5,4,0,jaipur
02-11-2025,Rajasthan,Jaipur,302023,1,0,0,jaipur
02-11-2025,Rajasthan,Jaipur,302028,6,0,0,jaipur
02-11-2025,Rajasthan,Jaipur,302029,11,3,1,jaipur
02-11-2025,Rajasthan,Jaipur,302033,5,3,0,jaipur
02-11-2025,Rajasthan,Jaipur,302039,17,0,0,jaipur
02-11-2025,Rajasthan,Jaipur,303001,7,2,0,jaipur
02-11-2025,Rajasthan,Jaipur,303002,3,2,0,jaipur
02-11-2025,Rajasthan,Jaipur,303104,6,2,0,jaipur
02-11-2025,Rajasthan,Jaipur,303105,3,0,0,jaipur
02-11-2025,Rajasthan,Jaipur,303108,6,5,0,jaipur
02-11-2025,Rajasthan,Jaipur,303109,10,4,0,jaipur
02-11-2025,Rajasthan,Jaipur,303110,5,0,0,jaipur
02-11-2025,Rajasthan,Jaipur,303119,4,4,0,jaipur
02-11-2025,Rajasthan,Jaipur,303338,10,1,0,jaipur
02-11-2025,Rajasthan,Jaipur,303706,2,0,0,jaipur
02-11-2025,Rajasthan,Jaipur,303904,0,2,0,jaipur
03-11-2025,Rajasthan,Jaipur,302003,2,0,0,jaipur
03-11-2025,Rajasthan,Jaipur,302013,3,2,0,jaipur
03-11-2025,Rajasthan,Jaipur,302016,3,2,0,jaipur
03-11-2025,Rajasthan,Jaipur,302025,0,1,0,jaipur
03-11-2025,Rajasthan,Jaipur,302027,1,0,0,jaipur
03-11-2025,Rajasthan,Jaipur,302034,0,1,0,jaipur
03-11-2025,Rajasthan,Jaipur,303008,1,0,0,jaipur
03-11-2025,Rajasthan,Jaipur,303109,0,2,0,jaipur
03-11-2025,Rajasthan,Jaipur,303328,1,2,0,jaipur
03-11-2025,Rajasthan,Jaipur,303908,0,2,0,jaipur
12-11-2025,Rajasthan,Jaipur,302004,2,2,6,jaipur
12-11-2025,Rajasthan,Jaipur,302016,3,1,3,jaipur
12-11-2025,Rajasthan,Jaipur,302018,0,0,1,jaipur
12-11-2025,Rajasthan,Jaipur,302022,1,0,0,jaipur
12-11-2025,Rajasthan,Jaipur,302027,1,1,3,jaipur
12-11-2025,Rajasthan,Jaipur,302031,4,2,1,jaipur
12-11-2025,Rajasthan,Jaipur,302033,2,0,0,jaipur
12-11-2025,Rajasthan,Jaipur,303002,1,1,0,jaipur
12-11-2025,Rajasthan,Jaipur,303003,0,2,0,jaipur
12-11-2025,Rajasthan,Jaipur,303119,2,0,0,jaipur
12-11-2025,Rajasthan,Jaipur,303338,1,1,0,jaipur
12-11-2025,Rajasthan,Jaipur,303603,4,1,2,jaipur
11-11-2025,Rajasthan,Jaipur,302012,10,4,0,jaipur
11-11-2025,Rajasthan,Jaipur,302021,2,2,0,jaipur
11-11-2025,Rajasthan,Jaipur,302026,1,0,0,jaipur
11-11-2025,Rajasthan,Jaipur,302027,3,0,0,jaipur
11-11-2025,Rajasthan,Jaipur,302033,1,1,0,jaipur
11-11-2025,Rajasthan,Jaipur,303001,1,2,0,jaipur
11-11-2025,Rajasthan,Jaipur,303006,2,1,0,jaipur
11-11-2025,Rajasthan,Jaipur,303007,1,3,0,jaipur
11-11-2025,Rajasthan,Jaipur,303103,2,2,0,jaipur
11-11-2025,Rajasthan,Jaipur,303105,1,0,0,jaipur
